canonical_precursor,n_rows,co2_min,co2_max,co2_range,ch4_min,ch4_max,ch4_range
Fc1c(F)c(Cc2ccncc2)c(F)c(F)c1Cc1ccncc1.[Cd],8,3.274466835,4.685733987,1.4112671519999997,4.9764129575,6.339028053200001,1.3626150957000007
Fc1c(F)c(c2ccncc2)ccc1c1ccncc1.O=C([O-])c1ccc(C(=O)[O-])cc1.[Zn][Zn],2,1.288405535,1.816195594,0.527790059,2.7072308835000003,5.6109470007,2.9037161172
I.O=C([O-])c1cnccn1.[Cu].[Cu]1[Cu][Cu][Cu][Cu][Cu][Cu][Cu]1,2,0.603522444,0.617733951,0.014211506999999957,0.8654025306,0.9659888504,0.10058631979999999
N#CC(C#N)c1c(F)c(F)c(C(C#N)C#N)c(F)c1F.[Cu],3,2.645380868,4.510933983,1.865553115,7.1231402058,11.1050533139,3.9819131080999988
N#CC(C#N)c1c2c(c(C(C#N)C#N)c3nsnc13)NSN2.[Ru][Ru],2,1.193457289,2.418594103,1.2251368140000003,3.3876274214,3.74124172,0.35361429860000015
N#CC(C#N)c1ccc(C(C#N)(C#N)C(C#N)(C#N)c2ccc(C(C#N)C#N)cc2)cc1.[Zn].c1cc(c2ccncc2)ccn1,5,3.278571281,3.574027284,0.29545600299999997,6.6133700802,7.0530012135,0.4396311332999998
N#CC(C#N)c1ccc(C(C#N)C#N)cc1.[Cd],2,0.378806982,0.776146076,0.39733909399999995,9.0239973689,9.0309900345,0.006992665600000336
N#CC(C#N)c1ccc(C(C#N)C#N)cc1.[Cu],3,0.742591818,1.638134269,0.8955424510000001,12.0251132005,13.2265335723,1.2014203717999994
N#CC(C#N)c1ccc(C(C#N)C#N)cc1.[Fe],4,0.921581075,5.486125218,4.564544143,10.2272436571,12.2685546064,2.0413109492999997
N#CC(C#N)c1ccc(C(C#N)C#N)cc1.[Mn],2,0.470043979,0.548301334,0.07825735500000003,10.1923466184,10.6190125503,0.4266659319000006
N#CC(C#N)c1ccc(C(C#N)C#N)cc1.[Zn],4,0.595249387,5.209302024,4.614052637,6.2184813094,11.963177929,5.7446966196
N#CC1=CC(C#N)=C(C#N)C=C1C#N.[Cu],2,0.719672855,1.592741827,0.873068972,8.1588582752,8.3421159021,0.1832576268999997
N#CNC#N.[Co],3,0.106292914,4.191247723,4.084954809,6.8408680963,10.5335506074,3.6926825111
N#CNC#N.[Cu].[Mn],2,0.137215469,0.137977697,0.0007622280000000037,11.3942993739,11.5163283674,0.12202899350000074
N#CNC#N.[Fe],4,0.10664404,3.221498403,3.114854363,7.1037589386,11.2922443666,4.188485428
N#CNC#N.[Mn],6,0.102525198,0.16109309,0.058567891999999996,6.7609593112,10.4595768264,3.6986175151999996
N#CNC#N.[Ni],2,0.107907116,0.110681453,0.0027743370000000017,9.5236729889,10.6105195917,1.0868466027999997
N#CNC#N.[Ni].c1cc(CCc2ccncc2)ccn1,3,2.350133633,2.661518499,0.31138486600000004,5.6280224587,5.9815546867,0.3535322279999997
N#CS.[Cd].[Hg],4,1.974852422,3.329934654,1.355082232,2.7633849925,3.8462470806,1.0828620881000002
N#CS.[Co].[Hg],2,2.506194496,3.638783296,1.1325888000000002,3.3376789558,3.5939853494,0.25630639360000007
N#CS.[Cu].[Cu][Cu],2,0.409572272,0.421415256,0.011842984,3.020354914,3.0223252878,0.0019703738000003135
N#CS.[Cu][Cu],2,0.557656504,0.774758667,0.21710216299999996,3.403954817,3.4898892334,0.08593441640000021
N#CS.[Hg].[Mn],3,2.250979009,3.966287307,1.715308298,2.8436250945,3.5599802674000003,0.7163551729000002
N#Cc1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Dy][Dy],2,3.637325091,4.72905341,1.0917283189999996,6.0147342556,7.5569177477,1.5421834921000004
N#Cc1ccc(c2ccc(C#N)cc2)cc1.[Ag],5,0.47689014,1.000672795,0.523782655,2.5858033254,3.7942281709,1.2084248454999997
N#Cc1ccc(c2ccc(C#N)s2)s1.[Ag],2,0.007924211,0.043747381,0.03582317,1.8150097566,1.8229756009,0.007965844299999914
N#Cc1ccc(c2ccc(c3ccc(C#N)s3)s2)s1.[Ag],2,0.820529546,0.880760821,0.06023127499999992,2.2131542119,2.5510027978,0.3378485858999998
NC(CC(=O)[O-])C(=O)[O-].[Co].c1cc(c2ccncc2)ccn1,2,1.556381931,1.722424171,0.1660422399999999,3.2016870676,3.5817050519,0.3800179843000002
NC(CC(=O)[O-])C(=O)[O-].[Ni].c1cc(c2ccncc2)ccn1,3,1.395136848,1.601709613,0.206572765,2.9759409899,3.5406978456,0.5647568556999998
NC1=N=C(N)N=N1.NC1=NC(N)=NN1.O=C([O-])c1ccc(S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc1.[Co][Co],2,1.057005156,1.096746257,0.039741100999999945,6.3902038802,6.4993099817,0.10910610150000011
NC1=N=CN=N1.NC1=NN=CN1.O=C([O-])C(=O)[O-].[Zn],4,2.221105307,2.371758128,0.150652821,2.8696036219,3.4057464844,0.5361428624999998
NC1=NC(N)=NN1.O=C([O-])c1ccc(S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc1.[Co][Co],2,1.068585361,1.087376979,0.018791618000000065,6.4595132911,6.5648342852,0.10532099409999951
NC1=NC=NC2=NC=NC12.Nc1ncnc2c1=NC=N=2.O=C([O-])c1ccncc1.[Zn],4,2.133977947,2.246413261,0.11243531399999984,3.4623314156,5.0212124711,1.5588810555000001
NC1=NN=C(CC2=N=C(N)N=N2)N1.[Zn],4,1.629790682,1.722669371,0.09287868899999996,2.0494832893,2.0873562564,0.03787296710000021
NC1=NN=C(N)N1.O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[Zn].[Zn][Zn],2,0.802688447,0.929883428,0.12719498100000004,8.8266155941,9.5225476262,0.6959320321
NC1=NN=NN1.O=C([O-])c1ccc(c2cc(c3ccc(C(=O)[O-])cc3)cc(c3ccc(C(=O)[O-])cc3)c2)cc1.[Zn],2,0.803443513,0.808339093,0.0048955799999998995,6.8499765848,6.9142571194,0.06428053459999994
NC1=NN=NN1.O=C([O-])c1ccc2cc(C(=O)[O-])ccc2c1.[Zn],2,0.339558815,2.390989984,2.0514311689999998,5.9009423185,12.7351370854,6.8341947669
NC1=NN=NN1.O=C([O-])c1ccncc1.[Zn],2,1.60299811,1.984275642,0.38127753200000014,3.3771265508,3.4514549949,0.07432844410000028
NC1=NN=NN1.[Zn],2,0.639980086,0.654920682,0.014940595999999973,6.958246635,7.134041186799999,0.17579455179999925
NC1CC(N)CC(N)C1.[Ag],2,0.039443925,0.46819652,0.428752595,3.53720883,3.765754573,0.2285457430000002
NCCN.[Ag][Ag],7,0.084259499,0.131643271,0.047383772000000005,1.4294909277,2.595496862,1.1660059343
NNN.O=C([O-])c1ccncc1.[Cd],3,0.95478114,1.793976972,0.839195832,7.1670105426,7.7924067607,0.6253962180999997
NNN.O=C([O-])c1ccncc1.[Ni],2,0.960773108,1.561745407,0.600972299,3.6954577997,3.7555385341,0.060080734399999614
NNN.[Cd].c1cc(C2=NN=NN2)ccn1.c1cc(C2=NNN=N2)ccn1,3,0.981024616,1.236098888,0.2550742719999999,9.3407527053,9.7960264651,0.45527375980000073
NNN.[Cu].c1cc(C2=NN=NN2)ccn1,2,0.537187557,0.670444231,0.13325667399999996,8.7425732787,8.828714745700001,0.08614146700000092
NNN.[Cu].c1cc(C2=NN=NN2)ccn1.c1cc(C2=NNN=N2)ccn1,8,0.520289514,0.752737629,0.23244811499999996,7.6204064537,8.7158841179,1.0954776641999997
Nc1c(I)c(C(=O)[O-])c(I)c(C(=O)[O-])c1I.O=C[O-].[Nd],4,2.69848685,2.724487945,0.026001094999999808,3.6919363463,3.7685069435,0.07657059719999992
Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C(=O)[O-].Nc1cc(C(=O)[O-])c(N)cc1C(=O)[O-].[Nd],3,2.216603738,5.147091791,2.9304880530000004,1.7437450115000002,7.716631561,5.9728865495
Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C(=O)[O-].Nc1cc(C(=O)[O-])c(N)cc1C(=O)[O-].[Pr],2,2.156322995,2.257867923,0.10154492800000003,1.8305158441,1.8438769961,0.013361152000000098
Nc1c(N)c(C(=O)[O-])c(N)c(N)c1C(=O)[O-].[Fe][O]([Fe])[Fe],3,2.149889372,2.217909157,0.06801978499999972,2.4460809769000003,3.6719564578,1.2258754808999996
Nc1cc(C(=O)[O-])c(N)cc1C(=O)[O-].[Eu],6,0.760632978,3.530584629,2.769951651,3.420759312,7.393888144299999,3.973128832299999
Nc1cc(C(=O)[O-])cc(C(=O)O)c1.Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Mg][OH2][Mg][OH2][Mg],2,3.190691575,3.694947705,0.5042561300000004,8.5778528204,8.6754721001,0.09761927969999995
Nc1cc(C(=O)[O-])ccc1C(=O)[O-].[Cd].c1cc(c2ccncc2)ccn1,2,0.373048922,0.419132129,0.046083207000000015,10.2105891242,12.1802084521,1.9696193279000003
Nc1ccc(C2=N=C(c3ccc(N)cc3)N=N2)cc1.Nc1ccc(C2=NC(c3ccc(N)cc3)=NN2)cc1.Nc1ccc(C2=NN=C(c3ccc(N)cc3)N2)cc1.[Cl][Cu].[Cu],3,0.16053681,0.167002631,0.0064658210000000105,1.0049523336,1.026143018,0.02119068440000005
Nn1c(c2cccc(c3ccncc3)c2)nnc1c1cccc(c2ccncc2)c1.[Cd],16,2.102396268,2.609683528,0.50728726,5.9440661402,6.2831520433,0.3390859031
Nn1c(c2ccncc2)nnc1c1ccncc1.O=C([O-])c1cc(OCc2cccc(COc3cc(C(=O)[O-])cc(C(=O)[O-])c3)c2)cc(C(=O)[O-])c1.[Zn],2,0.622764545,1.710789918,1.0880253729999998,2.0215501435,3.2401501879000003,1.2186000444000005
Nn1c(c2ccncc2)nnc1c1ccncc1.O=C([O-])c1ccc(c2ccc(N(c3ccc(c4ccc(C(=O)[O-])cc4)cc3)c3ccc(c4ccc(C(=O)[O-])cc4)cc3)cc2)cc1.[Zn],2,0.648491552,0.787869228,0.13937767600000006,12.3383891073,14.173386201,1.8349970937000002
O.O=C([O-])C1=CC=C(C(=O)[O-])C=C1.[Al],16,0.904495262,0.952253088,0.047757826,9.0050304647,9.3582896139,0.35325914919999946
O.O=C([O-])C1=CC=C(C(=O)[O-])C=C1.[Cr],2,0.277873328,0.279156692,0.001283364000000009,5.842505723,5.8457529524,0.0032472293999994406
O.O=C([O-])C1=CC=C(C(=O)[O-])C=C1.[V],3,0.205851607,0.282733952,0.07688234500000002,4.4731016471,6.6510202764,2.1779186292999997
O.O=C([O-])C1CCC(C(=O)[O-])CC1.OC(O)C1CCC(C(=O)[O-])CC1.[Al],2,1.520853351,2.053694237,0.5328408860000002,6.407125285499999,6.4798597875,0.07273450200000031
O.O=C([O-])C1CCC(C(=O)[O-])CC1.[Al],2,1.786599234,3.098445667,1.311846433,4.0058956565,6.1752202595000005,2.1693246030000006
O.O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[In],2,1.968583476,2.073006786,0.10442331000000005,4.0914796169,4.1882641102,0.0967844932999995
O.O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[V],2,0.920880379,0.946201159,0.025320780000000043,8.3367945076,8.3687126373,0.0319181296999993
O.O=C([O-])c1ccc(C(=O)[O-])c2ccccc12.[Mg],2,3.296593234,4.820054661,1.5234614270000004,7.1661277526,7.291739640599999,0.125611887999999
O.O=C([O-])c1ccc(C(=O)[O-])cc1.[Cr],3,0.515723844,0.574036174,0.05831232999999991,8.5562151026,10.2026365928,1.6464214901999998
O.O=C([O-])c1ccc(C(=O)[O-])cc1.[Fe],5,0.411848455,1.423520959,1.0116725039999999,3.5927153052,9.7111591076,6.1184438024
O.O=C([O-])c1ccc(C(=O)[O-])cc1.[Ga],2,2.021507869,2.469415245,0.44790737599999986,6.550843414400001,7.8804271984,1.3295837839999987
O.O=C([O-])c1ccc(C(=O)[O-])cc1.[V],17,0.438671794,0.955386489,0.516714695,5.144993245899999,10.1855250475,5.040531801600001
O.O=C([O-])c1ccnc(C(=O)[O-])c1.[Co].[OH],2,0.425062943,1.444697922,1.019634979,4.3739659245,4.5007398119,0.12677388739999973
O.OP(O)(O)=O.[CH]1N=CNN1Cc1ccc(CN2[CH]N=CN2)cc1.[CH]1N=CNN1Cc1ccc(Cn2cncn2)cc1.[Mo].[Ni],2,1.729230122,1.742083284,0.012853162000000085,2.1260274116,2.1291493951,0.003121983499999814
O.O[Si](O)(O)O.[Cu].[W].c1cn(c2ccc(n3ccnc3)cc2)cn1,2,0.17700913,0.202764883,0.02575575300000002,1.1323463779,1.1396709177,0.0073245397999999184
O.[Ni].[V].c1cc(c2ccncc2)ccn1,4,3.035454728,6.396883185,3.361428457,1.8819723757,4.1807400798000005,2.2987677041000003
O=C(Cc1ccc(CC(=O)Nc2cccnc2)cc1)Nc1cccnc1.[Cd],2,3.198209288,3.604251756,0.4060424679999999,4.7388868547000005,9.0832473148,4.344360460099999
O=C(NCCNC(=O)c1cccnc1)c1cccnc1.[Cu],2,0.441909827,2.366343943,1.924434116,4.614551219,20.237376103,15.622824884
O=C(Nc1ccncc1)c1ccc(Oc2ccc(C(=O)Nc3ccncc3)cc2)cc1.O=C([O-])c1ccc(C(=O)[O-])cc1.[Co],3,2.003942794,2.179892664,0.17594987000000017,3.1475965194,3.1911938685,0.04359734910000013
O=C([O-])C(=O)[O-].O=C([O-])C=CC(=O)[O-].[Gd],2,3.290803661,3.435697019,0.14489335800000003,3.0534441601,3.1235221991000004,0.0700780390000002
O=C([O-])C(=O)[O-].O=C([O-])[O-].[Y],2,3.004119097,3.025921685,0.021802588000000345,2.378261177,2.4003040362,0.02204285919999993
O=C([O-])C(=O)[O-].O=C([O-])c1cc(C(=O)[O-])ncn1.[Eu],2,2.629417934,2.941136618,0.3117186839999997,2.1626109472,2.4763636802,0.31375273299999984
O=C([O-])C(=O)[O-].O=C([O-])c1cc(C(=O)[O-])ncn1.[Gd],2,1.789461104,2.280830189,0.4913690850000001,2.1145325618,2.4393034456,0.32477088379999985
O=C([O-])C(=O)[O-].O=C([O-])c1cc(C(=O)[O-])ncn1.[Sm],2,2.842930741,3.069543466,0.22661272499999985,2.2285429246,2.4924827841,0.26393985949999976
O=C([O-])C(=O)[O-].O=C([O-])c1cc(c2ccncc2)nc(c2ccncc2)c1.[Ni],2,1.029465383,1.02959457,0.00012918699999997507,6.6850354126,6.7061753312,0.021139918600000307
O=C([O-])C(=O)[O-].OP(=O)(O)O.[Mg],2,0.535998621,0.844814842,0.30881622100000006,4.4978835674,4.7366514424,0.23876787500000063
O=C([O-])C(=O)[O-].OP(=O)(O)O.[Mn],3,0.36730148,0.67509136,0.30778988,2.5089807748,3.8100894275,1.3011086527
O=C([O-])C(=O)[O-].OP(O)(=O)O.OP(O)(=O)O.[Fe],4,0.452567732,0.68486333,0.232295598,1.8291785398,3.2332300803,1.4040515404999998
O=C([O-])C(=O)[O-].OP(O)(=O)O.[Mg],2,1.324660424,2.912721917,1.5880614929999999,2.424514788,2.8560906873,0.43157589929999984
O=C([O-])C(=O)[O-].OP(O)(=O)O.[Mn],5,0.867638409,4.919040264,4.051401855,1.6799693555,3.1030444481,1.4230750926
O=C([O-])C(=O)[O-].OP(O)(O)=O.[Ga],4,1.636558905,3.103809934,1.467251029,1.6990173211,3.4054899278,1.7064726067000002
O=C([O-])C(=O)[O-].OP(O)(O)=O.[In],3,1.56001531,2.515682668,0.9556673580000001,1.9684499996,3.4860507935,1.5176007939
O=C([O-])C(=O)[O-].OS(O)(=O)=O.[Nd],2,3.442359225,3.772591603,0.3302323779999998,0.7428135260000001,1.3553916023,0.6125780763
O=C([O-])C(=O)[O-].O[PH](O)=O.[Mn],2,0.549925018,5.393920946,4.843995928,3.0564112122000004,3.1198491675,0.06343795529999952
O=C([O-])C(=O)[O-].[Ag].[Cr],2,0.041605575,0.131807979,0.09020240399999999,1.4727503187,8.282111525700001,6.809361207000001
O=C([O-])C(=O)[O-].[Cd],3,0.113238245,0.636207648,0.5229694029999999,2.7875668393,6.755655655599999,3.968088816299999
O=C([O-])C(=O)[O-].[Cl][Fe][OH][Fe][Cl],3,0.030165049,0.116019987,0.085854938,0.6365773638000001,1.9727760633,1.3361986995
O=C([O-])C(=O)[O-].[Cl][Fe][O][Fe][Cl],8,0.036199243,0.060990122,0.024790879000000002,1.2414096513,7.8491830488,6.6077733975
O=C([O-])C(=O)[O-].[Co],2,0.043963301,3.687770731,3.6438074300000003,7.6259421972,9.3558944681,1.729952270900001
O=C([O-])C(=O)[O-].[Co].c1cc(c2ccncc2)ccn1,2,0.338661418,0.353507104,0.014845686000000025,22.8109524294,22.9758859612,0.16493353179999914
O=C([O-])C(=O)[O-].[Cr].[Mn],13,0.049832685,1.432125312,1.382292627,1.6966565563999998,9.6826059915,7.985949435099999
O=C([O-])C(=O)[O-].[Cu],18,0.091093721,0.096630289,0.005536567999999992,7.3248595029,7.7571472232,0.43228772029999973
O=C([O-])C(=O)[O-].[Dy],3,1.808084365,1.81893646,0.01085209499999995,4.5867805918,4.5943376046,0.007557012799999541
O=C([O-])C(=O)[O-].[Er],2,1.753045574,1.99732556,0.244279986,2.665258648,4.5414318614,1.8761732134000004
O=C([O-])C(=O)[O-].[Eu],7,1.887070336,2.665582018,0.7785116819999998,2.760454723,4.7703699313,2.0099152083000003
O=C([O-])C(=O)[O-].[Fe],2,0.044369882,0.120720454,0.076350572,5.0202476483,9.5400734475,4.5198257991999995
O=C([O-])C(=O)[O-].[Fe].c1cc(C2=NN=NN2)ccc1C1=NN=NN1,3,1.264389903,1.461941614,0.1975517109999998,10.1371487606,10.1814569413,0.044308180699999866
O=C([O-])C(=O)[O-].[Gd],4,1.403312396,1.63895323,0.23564083400000002,3.9445443352,4.678573375,0.7340290398000002
O=C([O-])C(=O)[O-].[In],3,1.063883854,2.789113869,1.725230015,4.3363728706,8.0938047003,3.7574318297
O=C([O-])C(=O)[O-].[K].[U],2,0.106282412,0.108005488,0.00172307599999999,2.1484849256,2.160881099,0.012396173399999988
O=C([O-])C(=O)[O-].[La],3,0.077553186,3.105821467,3.0282682810000003,1.515754044,3.0912644668,1.5755104228000003
O=C([O-])C(=O)[O-].[Nd],9,1.512531534,3.754552826,2.2420212919999996,1.3922863047,4.8778295617000005,3.4855432570000007
O=C([O-])C(=O)[O-].[OH2]1[Ba][OH2][Ba]1.[V][O][Ba][O][V],2,0.923591651,1.067748938,0.14415728700000008,0.9567806263,1.0328639225,0.07608329619999998
O=C([O-])C(=O)[O-].[Pr],2,3.608519165,3.648595163,0.040075997999999835,1.7139454654,1.7140243401,7.887470000000896e-05
O=C([O-])C(=O)[O-].[Sm],2,1.959579843,1.993885291,0.034305448000000016,4.7696543864,4.7697685653,0.0001141788999996507
O=C([O-])C(=O)[O-].[Y],2,1.011856789,2.853031813,1.8411750239999998,5.429153727,6.127051386900001,0.6978976599000006
O=C([O-])C(=O)[O-].[Yb],3,0.133999639,1.679033761,1.545034122,1.2094343978,4.8338238182,3.6243894204
O=C([O-])C(=O)[O-].[Zn],3,0.047752486,0.135321133,0.08756864700000001,7.8010169804,9.5515497244,1.7505327439999991
O=C([O-])C(O)C(O)C(=O)[O-].[F][Co].c1cc(c2ccncc2)ccn1,2,0.370322044,1.022053326,0.651731282,2.5544932974,2.8805054209,0.3260121235
O=C([O-])C(O)c1ccccc1.[Co].c1cc(c2ccncc2)ccn1,5,1.246632444,1.404253679,0.15762123499999992,6.216302359099999,7.1411471799,0.9248448208000006
O=C([O-])C12CC3(C(=O)[O-])CC(C(=O)[O-])(C1)CC(C(=O)[O-])(C2)C3.[Cu][Cu],2,2.709592984,2.875941968,0.16634898399999987,5.1765160828,5.3625016195,0.18598553669999962
O=C([O-])C12CC3(C(=O)[O-])CC(C(=O)[O-])(C1)CC(C(=O)[O-])(C2)C3.[Zn],3,2.801545268,4.242783296,1.441238028,6.3268554867,7.4022347255,1.0753792387999992
O=C([O-])C1=C(C(=O)[O-])N=CN1.O=C([O-])C1N=CN=C1C(=O)O.[Cd],2,1.983187235,2.048895077,0.06570784200000013,2.4053615221,2.6401593899,0.23479786779999978
O=C([O-])C1=C(C(=O)[O-])N=CN1.O=C([O-])C1N=CN=C1C(=O)[O-].[Dy],2,1.885754932,1.907284942,0.02153000999999999,1.2447168227,1.2520893452,0.007372522499999867
O=C([O-])C1=C(C(=O)[O-])N=CN1.O=C([O-])C1N=CN=C1C(=O)[O-].[Gd],3,1.641571554,1.677778581,0.036207027000000114,1.2213380842,1.272420321,0.051082236800000125
O=C([O-])C1=C(C(=O)[O-])N=CN1.O=C([O-])C1N=CN=C1C(=O)[O-].[Sm],2,2.413088009,2.527428331,0.11434032199999988,1.301356445,1.3224274019,0.02107095690000005
O=C([O-])C1=C(C(=O)[O-])N=CN1.[Co].c1cc(c2ccncc2)ccn1,2,1.806936793,2.09258002,0.2856432270000002,6.1572944755,6.2694256837,0.11213120820000011
O=C([O-])C1=CC(=O)C(C(=O)[O-])=CC1=O.[Fe],3,2.239912903,2.909818692,0.669905789,8.0746240234,8.2350460472,0.1604220238000007
O=C([O-])C1=CC(=S)C(C(=O)[O-])=CC1=S.[Mn],2,2.700788348,2.790831294,0.09004294600000007,8.363181729299999,8.3672954398,0.004113710500000423
O=C([O-])C1=CC(C(=O)[O-])=CC(C(=O)[O-])=C1.[Cu][Cu],4,0.409563007,0.475181177,0.06561817000000003,10.1699605681,10.3030547161,0.13309414799999963
O=C([O-])C1=CC(C(=O)[O-])=CC(C(=O)[O-])=C1.[Mn],2,0.655559962,0.67715486,0.02159489800000003,6.836791729500001,7.1908837058,0.35409197629999944
O=C([O-])C1=CC2=NN=NC2=C[CH]1.O=C([O-])C1=CC2=NN=NC2C=C1.O=C([O-])C1=CC=C2N=NN=C2[CH]1.[Co].[OH],2,1.174233049,1.509989505,0.33575645600000015,4.1339118027,4.8105667693,0.6766549666000001
O=C([O-])C1=CC2=NN=NC2=C[CH]1.O=C([O-])C1=CC2N=NN=C2C=C1.O=C([O-])C1=CC=C2N=NN=C2[CH]1.O=C([O-])C1=C[CH]C2=NN=NC2=C1.O=C([O-])c1ccc2c(c1)=NNN=2.[Co].[OH],7,1.258861331,1.755717676,0.49685634499999987,4.462794816600001,5.177742257099999,0.7149474404999987
O=C([O-])C1=CC2=NN=NC2C=C1.O=C([O-])C1=C[CH]C2=NN=NC2=C1.O=C([O-])c1ccc2c(c1)=NNN=2.[Co].[OH],3,1.74760182,1.826237336,0.07863551599999985,4.246929295299999,4.446094106,0.19916481070000103
O=C([O-])C1=CC=C(C(=O)[O-])C=C1.[Cr][O]([Cr])[Cr],2,0.214204678,2.01202869,1.7978240120000002,5.1031278431,12.8084028989,7.7052750558000005
O=C([O-])C1=CC=C(C2=CC=C(C(=O)[O-])C=C2)C=C1.O=C([O-])C1=CC=C(C2=CC=C(C(=O)[O-])C=C2)C=C1.O=C([O-])C1=CC=C(c2ccc(C(=O)[O-])cc2N(=O)=O)C=C1.O=C([O-])C1=CC=C(c2ccc(C(=O)[O-])cc2N(=O)=O)C=C1.[Cu].[OH],3,0.768032166,0.780624807,0.012592641000000016,4.0842499525,4.0944302425,0.010180290000000092
O=C([O-])C1=CC=C(C2=CC=C(C(=O)[O-])C=C2)C=C1.[Cr][O]([Cr])[Cr],2,0.235618737,1.389356573,1.153737836,11.642432051099998,18.6012856865,6.958853635400001
O=C([O-])C1=CC=C(C2=CC=C(C(=O)[O-])C=C2)C=C1.[Zn][O]([Zn])([Zn])[Zn],2,0.458628789,0.483160746,0.024531956999999993,13.687409031,23.158544218600003,9.471135187600003
O=C([O-])C1=CC=CC(C(=O)[O-])=C1.[Cd],2,2.194809629,2.303043603,0.10823397400000001,4.1919937128,4.2525263236,0.060532610799999276
O=C([O-])C1=CC=CC(C(=O)[O-])=C1.[Cu][Cu],39,0.26049871,2.37558794,2.1150892299999997,2.113363552,20.1358379584,18.0224744064
O=C([O-])C1=CC=CC(C(=O)[O-])=C1.[Zn][Zn],6,1.202897756,2.359146623,1.156248867,10.6441911945,16.079499525,5.4353083305
O=C([O-])C1=CN=CN1.O=C([O-])C1C=NC=N1.[Co],2,0.471767563,1.531914262,1.060146699,4.0347713675,5.1329488703,1.0981775027999996
O=C([O-])C1=CN=N[CH]1.O=C([O-])C1=CNN=C1.O=C([O-])C1C=NN=C1.[Zn][O]([Zn])[Zn],2,0.291202252,0.300880765,0.009678513,9.7878799387,9.7884416381,0.0005616994000003928
O=C([O-])C1=NN=NN1.O=C([O-])C1=NNN=N1.[Cu].c1cc(CCCc2ccncc2)ccn1,3,0.727617224,0.775987527,0.048370303,1.8010174711000002,1.8083107437,0.007293272599999678
O=C([O-])C1=NN=NN1.[Cu].c1cc(CCCc2ccncc2)ccn1,2,0.390435598,0.393655987,0.00322038899999999,1.7927307815,1.7935700038999998,0.0008392223999997839
O=C([O-])C1C(C(=O)[O-])C(C(=O)[O-])C(C(=O)O)C(C(=O)[O-])C1C(=O)[O-].[Cu],2,0.40871799,0.4882307,0.07951271000000004,0.9531482951,0.9577171326,0.004568837500000034
O=C([O-])C1C(C(=O)[O-])C(C(=O)[O-])C(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-].[Co].[OH2]1[Co][OH2][Co]1,2,5.289212569,5.332553902,0.04334133299999987,4.4488169642,4.4693948506,0.020577886399999912
O=C([O-])C1C(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-].[Cu],2,0.309592375,0.794769991,0.48517761600000003,2.6809432804,2.9402595195,0.2593162390999999
O=C([O-])C1CC(C(=O)[O-])CC(C(=O)[O-])C1.[Cd].c1cc(c2ccncc2)ccn1,2,2.163371139,2.829583195,0.666212056,4.0994436261,6.3677803145,2.2683366884
O=C([O-])C1CC(C(=O)[O-])CC(C(=O)[O-])C1.[Er],2,3.250521298,3.370524589,0.12000329100000018,2.5718334042,6.658969620900001,4.087136216700001
O=C([O-])C1CC(C(=O)[O-])CC(C(=O)[O-])C1.[U],2,0.107544415,0.381835643,0.274291228,2.1646813445,3.0219424574,0.8572611128999998
O=C([O-])C1CCC(C(=O)[O-])CC1.[Al].[F][Al].[F][Al][F],3,1.052057637,1.124304802,0.07224716499999984,8.7384947989,8.9366892155,0.1981944165999998
O=C([O-])C1CCC(C(=O)[O-])CC1.[Al].[F][Al][F],5,1.073205553,1.168996741,0.09579118799999997,8.3519482013,9.0391455227,0.6871973213999993
O=C([O-])C1CCC(C(=O)[O-])CC1.[F][Al],13,1.055606302,1.20948791,0.15388160800000006,8.118835838099999,9.0578442537,0.9390084156000018
O=C([O-])C1CCC(C(=O)[O-])CC1.[La],2,1.335715984,4.638415234,3.30269925,1.4495545337,6.3171021789,4.8675476452
O=C([O-])C1N=CN=C1C(=O)[O-].[In],2,0.919394108,6.89486575,5.9754716420000005,3.6348594358,11.2697532647,7.6348938289
O=C([O-])C1OC(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-].[Co][OH2][Co],3,1.393288279,1.442489992,0.04920171299999998,2.6049810233,2.6141683949,0.009187371599999938
O=C([O-])C1OC(C(=O)[O-])C(C(=O)[O-])C1C(=O)[O-].[Zn],2,1.294571681,1.751346601,0.45677492,2.3678509803,2.7191968911,0.3513459108000001
O=C([O-])C1[CH]C(=O)C(C(=O)[O-])[CH]C1=O.[Fe],3,2.130466792,2.648031328,0.5175645360000001,7.974300502999999,8.1574018286,0.18310132560000003
O=C([O-])C1[CH]C(C(=O)[O-])C(=O)[CH]C1=O.[Ni],2,1.073915082,1.222029538,0.14811445599999984,7.3752705398,7.4734360791,0.09816553930000005
