canonical_precursor,n_rows,co2_min,co2_max,co2_range,ch4_min,ch4_max,ch4_range
O=C([O-])C=CC(=O)[O-].[Er],2,3.48837481,3.696613476,0.20823866600000018,3.9195622814,3.9871187003,0.06755641889999975
O=C([O-])C=CC(=O)[O-].[Tb],2,4.020158941,4.08085961,0.06070066900000004,4.1056992743,4.3699852359,0.26428596159999973
O=C([O-])C=CC=CC(=O)[O-].[Cu],5,1.636474119,1.916821016,0.28034689700000004,4.4316428551,4.8773266715,0.4456838163999999
O=C([O-])C=Cc1cnc[nH]1.[Cd],2,0.238500508,0.248367056,0.009866548000000003,3.9214102645,4.1437379591,0.22232769460000013
O=C([O-])CC(=O)[O-].[Cd],3,2.866760154,2.922041824,0.05528166999999984,1.1785708962,1.2329372497,0.05436635349999985
O=C([O-])CC(=O)[O-].[Cd].[Cu],2,2.798619317,2.820351711,0.02173239399999982,2.0649927177,2.0992481681,0.03425545039999989
O=C([O-])CC(=O)[O-].[Cu],2,2.881194789,3.142945452,0.2617506630000004,5.9648641903,6.004041867100001,0.039177676800000505
O=C([O-])CC(=O)[O-].[Zn],2,2.556847561,2.606562577,0.049715015999999945,2.8978405034,2.8979804669,0.0001399635000001176
O=C([O-])CC(O)C(=O)[O-].[Ni].c1cc(c2ccncc2)ccn1,2,0.490213211,1.498192934,1.007979723,3.2285141813,10.2548943189,7.0263801376
O=C([O-])CCC(=O)[O-].[Cu][OH]([Cu])[Cu],2,1.977139416,2.034976922,0.057837505999999816,5.141231623,5.4908879839,0.3496563609000001
O=C([O-])CCC(=O)[O-].[Fe][O]([Fe])[Fe],2,1.008326272,1.010125894,0.0017996220000000562,8.0644506302,8.0812316574,0.01678102720000041
O=C([O-])CCC(=O)[O-].[Mn].c1cc(c2ccncc2)ccn1,2,2.186368351,2.191139551,0.0047711999999999755,3.7200204392,3.7345208115,0.01450037230000012
O=C([O-])CCCC(=O)[O-].[CH](NN[CH]c1ccncc1)c1ccncc1.[Cu][Cu],3,0.265632764,0.275962411,0.010329646999999997,3.9845437621,4.0607365272,0.07619276509999962
O=C([O-])CCCC(=O)[O-].[Cu][Cu].c1cc(CCc2ccncc2)ccn1,4,0.448378109,0.951809304,0.5034311949999999,2.0622578112,3.4597198276,1.3974620164
O=C([O-])CCCC(=O)[O-].[Cu][Cu].c1cc(c2ccncc2)ccn1,2,0.796046085,0.827627873,0.031581788,1.835301072,1.8400007733,0.004699701299999859
O=C([O-])CCCC(=O)[O-].[Nd],2,2.821713901,3.166289843,0.3445759420000001,1.9382511842,2.20275111,0.2644999257999998
O=C([O-])CCCCC(=O)[O-].[Ca],2,4.424036823,5.806042033,1.38200521,11.3240366028,15.6685503392,4.3445137364
O=C([O-])CCCCC(=O)[O-].[La],3,2.781668216,4.627384583,1.8457163670000005,3.3337758628,5.225274343500001,1.8914984807000006
O=C([O-])CCCCC(=O)[O-].[Nd],3,3.397287689,5.774533887,2.3772461979999995,4.4529223388,5.0516747845,0.5987524457000006
O=C([O-])CCCCC(=O)[O-].[Pr],2,3.342658609,5.67513911,2.332480501,3.8562304415,5.0271807549,1.1709503133999997
O=C([O-])CCN12CCN(CCC(=O)[O-])(CC1)CC2.[Zn],2,0.53523677,2.446214931,1.910978161,3.4619716329,3.5903226658,0.12835103289999994
O=C([O-])CCP(CCC(=O)[O-])CCC(=O)[O-].[Zn],2,0.216410046,0.977720612,0.761310566,4.4320733036,4.463517186,0.03144388239999962
O=C([O-])CCn1c(=O)n(CCC(=O)[O-])c(=O)n(CCC(=O)[O-])c1=O.[Cd],2,1.515403203,1.610154197,0.09475099399999998,5.3363230961,6.2253392128,0.8890161166999997
O=C([O-])CCn1c(=O)n(CCC(=O)[O-])c(=O)n(CCC(=O)[O-])c1=O.[Cu].[Cu][Cu],2,0.350764134,0.83931743,0.488553296,5.1433739452,10.8771543653,5.7337804200999996
O=C([O-])CCn1c(=O)n(CCC(=O)[O-])c(=O)n(CCC(=O)[O-])c1=O.[Gd],2,2.169471039,3.389667375,1.2201963360000003,1.8319399295,5.0783865047,3.2464465752000002
O=C([O-])CN(CC(=O)[O-])Cc1ccncc1.[Cd],2,0.009849795,3.023795639,3.0139458439999998,1.9729692805,3.4881866843,1.5152174038
O=C([O-])CN1CC(=O)N(CC(=O)[O-])CC1=O.[La],2,2.026291972,2.792824299,0.7665323269999997,1.8728960965,2.5401213487,0.6672252522
O=C([O-])CN1[CH]N=CN1.O=C([O-])Cn1cncn1.[Cu],2,0.394189835,0.43818794,0.04399810500000001,3.0177104888,3.2133661310000003,0.1956556422000002
O=C([O-])CNCC(=O)[O-].[Cu].[Er],2,0.369048035,0.380526122,0.011478087000000026,2.8338063169,2.8374911641,0.00368484719999973
O=C([O-])CNCC(=O)[O-].[Cu].[Eu],2,0.369976122,0.37267348,0.002697357999999983,2.9527316608,2.9687727049,0.016041044100000068
O=C([O-])CNCC(=O)[O-].[Cu].[Gd],2,0.353344765,0.361531877,0.008187111999999996,2.9243195963,2.924870135,0.0005505386999997697
O=C([O-])CNCC(=O)[O-].[Cu].[Ho],2,0.352763721,0.382562197,0.029798476000000018,2.8491772631,2.8632572080000003,0.014079944900000196
O=C([O-])CNCC(=O)[O-].[Cu].[La],8,0.304703846,0.348536206,0.043832360000000015,3.0341320086000003,3.0560515084,0.02191949979999963
O=C([O-])CNCC(=O)[O-].[Cu].[Nd],3,0.347474565,0.37258279,0.025108224999999984,2.9983763497000004,3.0184256183,0.020049268599999337
O=C([O-])CNCC(=O)[O-].[Cu].[Sm],3,0.318086624,0.363795559,0.045708935000000006,2.9655682061,2.9957980974,0.030229891299999867
O=C([O-])CNCC(=O)[O-].[Cu].[Tb],2,0.349493055,0.366970388,0.017477332999999984,2.8930993652,2.9198065676,0.026707202399999908
O=C([O-])CNCC(=O)[O-].[Nd],3,0.042260547,4.779858535,4.737597988,1.1410989375,2.5582737397,1.4171748022000001
O=C([O-])CNS(=O)(=O)c1cccc(C(=O)[O-])c1.[Mn].c1cc(c2ccncc2)ccn1,2,0.978702419,1.143349593,0.16464717399999995,2.6909574598000003,4.5758152886,1.8848578288
O=C([O-])COCC(=O)[O-].[Cu].[Gd],3,0.048560392,0.077060548,0.028500156000000006,2.3870766036,2.5689091574000003,0.18183255380000007
O=C([O-])COCC(=O)[O-].[Cu].[Nd],2,0.057987925,0.075002511,0.01701458599999999,2.5950360794,2.7642890693,0.16925298990000037
O=C([O-])COCC(=O)[O-].[Gd].[Zn],2,0.176877633,0.180848746,0.003971112999999998,2.4990562806,2.5318291609,0.03277288030000003
O=C([O-])COCC(=O)[O-].[La],4,0.914092705,4.429950898,3.5158581930000006,2.2154163374,3.2286403631,1.0132240256999996
O=C([O-])C[NH]1CCN2CC[NH](CC(=O)[O-])Cc3ccc(cc3)C[NH](CC(=O)[O-])CCN(CC[NH](CC(=O)[O-])Cc3ccc(cc3)C1)CC[NH](CC(=O)[O-])Cc1ccc(cc1)C[NH](CC(=O)[O-])CC2.[Eu],2,2.389247202,2.42288483,0.03363762800000014,4.6287641176,4.7172116947000005,0.08844757710000017
O=C([O-])Cc1cc(CC(=O)[O-])cc(CC(=O)[O-])c1.[U],2,0.718281738,1.115890427,0.3976086890000001,2.0240992672,5.8982541263,3.8741548591000003
O=C([O-])Cc1ccc(CC(=O)[O-])cc1.[Cu][OH]1[Cu][OH]([Cu])[Cu]1.c1cc(Cn2cnnc2)cc(Cn2cnnc2)c1,2,0.328461667,0.384507966,0.056046298999999966,6.439940196599999,6.9531414505,0.513201253900001
O=C([O-])[O-].[Cu],7,0.046106777,1.637854449,1.591747672,2.133483872,5.9739061141,3.8404222421000003
O=C([O-])c1c(Cl)c(Cl)c(C(c2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)c2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)c(Cl)c1Cl.[Tb],2,2.886166623,2.975917251,0.089750628,7.5207952581,7.947074131799999,0.4262788736999994
O=C([O-])c1c(Cl)c(Cl)c(C(c2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)c2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)c(Cl)c1Cl.[Tb][Tb],3,3.005356674,3.131645662,0.12628898799999977,5.6927084093,5.9792206298,0.2865122205000006
O=C([O-])c1c(F)c(F)c(C(=O)[O-])c(F)c1F.[In].[OH],2,1.951923698,4.43733757,2.4854138720000005,3.8105496498,5.815633655,2.0050840052
O=C([O-])c1c(F)c(F)c(C(=O)[O-])c(F)c1F.[Zn],2,4.112299164,4.316537214,0.20423804999999984,3.5347637629000004,4.1795015355,0.6447377725999996
O=C([O-])c1c(F)ccc(F)c1C(=O)[O-].[Ni].c1cc(C2=NC(c3ccncc3)=N=C(c3ccncc3)N2)ccn1,2,0.536848786,0.568234578,0.03138579200000002,12.818870723900002,13.2325255358,0.413654811899999
O=C([O-])c1c(O)c(O)c(C(=O)[O-])c(O)c1O.[Mg][O]([Mg])[Mg],3,0.953649429,2.35083581,1.397186381,10.8839948844,14.0922948617,3.2082999772999994
O=C([O-])c1c2ccccc2c(C(=O)[O-])c2ccccc12.[Cd],2,0.506401729,3.782222165,3.275820436,2.770956374,11.9457905988,9.174834224800001
O=C([O-])c1c2ccccc2c(C(=O)[O-])c2ccccc12.[Zn],2,2.614283105,5.797824509,3.1835414039999996,5.7607656428,8.2864562451,2.5256906023
O=C([O-])c1cc(C#CC#Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.347052762,0.410425446,0.06337268400000001,15.6312472612,15.9910011549,0.3597538936999989
O=C([O-])c1cc(C#Cc2cc(C#Cc3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc(C#Cc3cc(C(=O)[O-])cc(C(=O)[O-])c3)c2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.334185214,0.370528379,0.03634316500000001,16.8455719458,16.9172570528,0.07168510700000041
O=C([O-])c1cc(C#Cc2cc(C#Cc3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc(C#Cc3cc(C(=O)[O-])cc(C(=O)[O-])c3)c2)cc(C(=O)[O-])c1.[Zn][Zn],2,0.873575553,0.966480444,0.09290489099999999,17.1443721307,17.2093683384,0.06499620770000192
O=C([O-])c1cc(C#Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.376758583,0.389145239,0.012386655999999996,13.6991955833,13.8801332797,0.1809376964000009
O=C([O-])c1cc(C#Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc(C(=O)[O-])c1.[Zn][Zn],3,0.822032468,1.09512228,0.27308981200000004,13.2816089673,14.4033849823,1.121776015
O=C([O-])c1cc(C#Cc2ccc(C#Cc3cc(C#Cc4ccc(C#Cc5cc(C(=O)[O-])cc(C(=O)[O-])c5)cc4)cc(C#Cc4ccc(C#Cc5cc(C(=O)[O-])cc(C(=O)[O-])c5)cc4)c3)cc2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.251459976,0.28135002,0.029890044000000004,24.8301010365,25.1433699872,0.3132689506999995
O=C([O-])c1cc(C#Cc2ccc(c3cc(c4ccc(C#Cc5cc(C(=O)[O-])cc(C(=O)[O-])c5)cc4)cc(c4ccc(C#Cc5cc(C(=O)[O-])cc(C(=O)[O-])c5)cc4)c3)cc2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.258396973,0.33612807,0.07773109700000003,22.1010364627,23.1202192894,1.0191828266999998
O=C([O-])c1cc(C#Cc2cncc(C#Cc3cc(C(=O)[O-])cc(C(=O)[O-])c3)c2)cc(C(=O)[O-])c1.[Cu][Cu],2,0.575836481,0.588305494,0.012469013000000029,12.9209163059,12.9324506837,0.011534377800000328
O=C([O-])c1cc(C(=O)[O-])[nH][n-]1.[Ba].[Li],2,1.311515676,1.97017454,0.658658864,3.5535526782,5.25754335,1.7039906717999997
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Cd],3,0.339856901,1.315889746,0.9760328450000001,2.3466019165,7.520991849800001,5.1743899333000005
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Co],8,0.535064242,5.555653136,5.020588894,3.2806163684,7.191673081499999,3.9110567130999994
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Co].c1cc(c2ccncc2)ccn1,2,2.070568973,4.272780407,2.202211434,4.7535213619,6.9988667006,2.2453453387
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Cu].[Cu][Cu],2,2.393269131,2.554919998,0.1616508670000001,4.8849038502,5.1063339759,0.22143012570000042
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Cu].[La],2,4.537860307,4.837153156,0.2992928490000004,3.781614968500001,4.5560566266,0.7744416580999993
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Cu].[Nd],2,4.976259026,5.37001975,0.39376072399999984,3.7011702607,4.2703967735,0.5692265127999998
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Cu].[Sm],2,4.533724543,4.942661813,0.40893727,3.6696579378,4.2547956829,0.5851377451000004
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Cu].[U],2,2.634109371,2.693951634,0.05984226299999973,2.2650034101,2.2801197462,0.015116336100000183
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Er],4,2.823888274,4.826801514,2.0029132399999994,2.1841437131,3.3508406494000003,1.1666969363000002
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Gd],2,2.123080022,3.832276308,1.709196286,2.0666500269,2.6663067892,0.5996567623
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Mg],2,6.535557759,6.66185833,0.1263005710000007,4.3978152719,5.1555139981,0.7576987262000001
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Ni],3,2.870366465,3.931402887,1.061036422,3.3278399707,4.6776917701,1.3498517994
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[U],4,0.100712075,0.452345164,0.351633089,1.2556944574,5.581479645599999,4.325785188199999
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Zn],13,0.51673216,4.178672816,3.6619406559999996,3.5045416643,7.877195590099999,4.372653925799998
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])cc1C(=O)[O-].[Zn][OH]([Zn])[Zn][OH]([Zn])[Zn],2,2.979549407,3.092758257,0.11320884999999992,4.0670321308,4.0819152378,0.014883106999999285
O=C([O-])c1cc(C(=O)[O-])c(C(=O)[O-])nc1C(=O)[O-].O=C([O-])c1ccc(C=Cc2ccncc2)cc1.[Cu],2,0.231894823,0.235205334,0.003310510999999988,5.710848996699999,7.362373475499999,1.6515244787999999
O=C([O-])c1cc(C(=O)[O-])c(c2c(C(=O)[O-])cc(C(=O)[O-])cc2N(=O)=O)c(N(=O)=O)c1.[Mn],2,4.627179291,4.9478058,0.3206265090000002,4.6536265726,5.0001103136000005,0.3464837410000001
O=C([O-])c1cc(C(=O)[O-])c2ccc3c(C(=O)[O-])cc(C(=O)[O-])c4ccc1c2c43.[Li].[Zn],2,2.182591754,2.501932905,0.3193411509999997,6.8316988511000005,9.7819828609,2.950284009799999
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)N2CCCC2C(=O)[O-])c1.[Cu][Cu],3,0.899655005,1.786797523,0.887142518,4.2135723776,6.3275005345,2.1139281569
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)O)c1.[Ca],2,2.913397553,3.050533374,0.1371358210000002,3.2311652054000004,3.7805772344,0.5494120289999995
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Ca],2,2.798571115,4.740759404,1.9421882890000002,3.1489828784,4.4078321766,1.2588492982000004
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Cd],13,0.500327159,6.433023462,5.932696303,2.0649636382,12.3332923328,10.2683286946
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Cd].[Cd][Cd],2,1.461012653,3.549367448,2.088354795,6.3554540364,8.353923510700001,1.998469474300001
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Cl][Cu].[Cu],2,0.523918461,0.536592431,0.012673970000000034,7.4119266813,7.4336718684,0.021745187100000507
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Co],9,0.404587645,7.014969058,6.610381413,6.7490647099,10.2190611922,3.4699964823
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Co].[Co][O][Co],2,3.331666204,3.56347944,0.23181323600000026,10.2365648261,11.3455240819,1.1089592558000003
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Co][O]([Co])[Zn],2,0.872721524,1.033181871,0.160460347,7.792911419299999,7.9033291439,0.11041772460000043
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Co][O]([Zn])[Zn],3,1.058848221,4.236997757,3.1781495360000003,7.528797959099999,8.5742021558,1.0454041967000007
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Cu][Cu],35,0.642925419,0.947504388,0.30457896900000003,10.5781804016,11.1946746033,0.6164942017000001
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Cu][O][Cu],2,0.345917639,0.639119524,0.29320188500000005,2.2113680693,6.3311806633000005,4.119812594000001
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Dy],3,2.793700139,5.512799651,2.719099512,5.0264319643,7.420953173099999,2.3945212087999987
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Er],4,2.141781797,4.924032194,2.7822503969999994,4.9468664895,7.3613650853,2.4144985958000005
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Eu],2,3.236655318,3.468743578,0.23208826000000027,5.1645693667,5.2453938871,0.08082452039999932
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Fe][Fe],3,1.346990384,1.632176509,0.28518612500000007,11.6913526979,11.855926127,0.16457342910000072
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Ga],2,0.927998213,0.930961678,0.0029634649999999985,11.1682875516,11.2724839971,0.10419644549999951
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Gd],4,1.21926537,2.518661658,1.299396288,4.924548444,5.2644625631,0.33991411910000036
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Ho],3,2.693486673,5.352843491,2.6593568179999996,4.9764594189,7.4074159289,2.4309565099999997
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[In],5,0.655494491,0.773187882,0.11769339099999998,11.112084992,11.3086454179,0.19656042589999956
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Mg],2,7.641409293,7.675664732,0.03425543900000072,9.8617605165,9.972468453,0.110707936499999
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Mn],19,0.880942088,6.341271758,5.46032967,4.8288144461,8.1608895482,3.3320751021
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Nd],2,4.483901556,6.412034222,1.9281326659999998,5.3387022845,5.928601455800001,0.5898991713000008
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Ni],9,0.076532408,4.167237149,4.090704741,6.9412711303,10.0228774823,3.0816063520000005
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Ni].c1cn(c2ccc(n3ccnc3)cc2)cn1,2,1.492242392,1.781788242,0.2895458499999999,2.7219479095,3.2355452071,0.5135972976000001
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Ni][O][Ni][O][Ni],2,1.091533422,1.181576026,0.09004260399999997,4.766606207300001,5.0092629843,0.24265677699999966
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[O]1[Mo]23[O][Mo]456[O][Mo]178[O]1[Zn]9[O]%10[Mo]%11%12[O][Mo]17%13[O][Mo]17([O]%11)[O]%11[Zn]([O]2[Mo]2%14[O][Mo]%111%15[O]7[Zn]17[O]%12[Mo]%10%11[O][Mo]4%10([O][Mo]4%12([O]%11)[O]([Zn]([O]32)[O]5%10)[Mo]4([O]%14)([O]1%12)[O]%15[Zn]12[O]3[Mo]45[O][Mo]%10%11%12[O][Mo]%14%15([O]4)[O]4[Zn]%16[O]%17[Mo]%18%19[O][Mo]%10%20([O][Mo]%10%21([O]%18)[O]%18[Zn]([O]5[Mo]35[O][Mo]%18%103[O][Mo]%10%18([O]5)[O]5[Zn]([O]%19[Mo]%17%19[O][Mo]4%14([O]1%15)[O]7[Mo]5%10([O]%19)[O]2%18)[O]%213)[O]%20%11)[O]%16%12)[O]96)[O]8%13,3,0.16757206,0.243444969,0.07587290900000002,4.0314226149,4.0799372249,0.04851460999999979
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Tb],6,3.117378123,6.171177325,3.0537992020000004,5.0665337709,7.5903432622,2.5238094913000007
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Th],2,0.708317806,0.808407088,0.100089282,3.9030712797,3.9325278202,0.029456540500000017
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Tm],3,1.179678662,4.187248738,3.0075700760000004,4.8507593532,7.2654098434,2.4146504901999997
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Y],5,3.064577991,9.292830156,6.228252165000001,3.540681644,8.689683421,5.149001777
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Yb],3,1.197068813,3.237297948,2.040229135,5.0671137687,6.8790275142,1.8119137455
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Zn],17,0.313533233,7.062075082,6.7485418489999995,6.0652239692,12.3721173831,6.306893413900001
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Zn].[Zn][Zn],10,1.264392292,3.582923511,2.3185312190000005,2.9975964281,12.93977214,9.942175711900001
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Zn][OH]([Zn])[Zn],2,0.692028117,0.742200056,0.050171939000000054,8.5981126813,8.6335378353,0.03542515400000035
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Zn][O]([Zn])([Zn])[Zn].[Zn][O]([Zn])[Zn].[Zn][Zn],2,1.737212534,2.02567098,0.28845844600000015,9.5878922595,9.6604308206,0.07253856110000001
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Zn][O]([Zn])[Zn],6,1.010201238,4.407075585,3.3968743470000002,7.6745104604,8.9872551135,1.3127446531000002
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Zn][O]([Zn])[Zn].[Zn][Zn],4,1.563057389,1.930301796,0.36724440700000005,9.7788964308,10.2778092334,0.4989128025999996
O=C([O-])c1cc(C(=O)[O-])cc(C(=O)[O-])c1.[Zn][Zn],2,1.749725806,1.863814989,0.11408918299999993,11.5703181011,11.5848460816,0.014527980500000481
O=C([O-])c1cc(C(=O)[O-])cc(C2=NN=NN2)c1.[Cd],3,0.808903989,4.988145063,4.179241074,1.7474372619,3.0827541191,1.3353168572
O=C([O-])c1cc(C(=O)[O-])cc(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)C(=O)N(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)C4=O)c1.[Cu][Cu],2,0.548664474,0.705052432,0.15638795800000005,11.6665300669,11.7448169612,0.07828689429999969
O=C([O-])c1cc(C(=O)[O-])cc(N2Cc3ccccc3C2=O)c1.[Cu][Cu],2,0.969496625,1.177611435,0.20811480999999998,5.0235421588,5.0262266995,0.0026845406999997934
O=C([O-])c1cc(C(=O)[O-])cc(N2[CH]N(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)C=C2)c1.[Cu][Cu],2,0.845386034,0.947546705,0.10216067100000004,12.693754388,13.0423378556,0.34858346759999925
O=C([O-])c1cc(C(=O)[O-])cc(N2[CH]N(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)C=C2)c1.[Zn][Zn],3,1.514872211,2.345146757,0.8302745460000003,12.7647340794,13.2750871255,0.5103530461000005
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])c(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)cc2C(=O)[O-])c1.[Zn],3,1.48780096,4.479850708,2.992049748,5.294217895,11.548056732,6.253838836999999
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)O)c2)c1.[Zn],2,2.622531504,2.7510256,0.12849409600000028,5.7631317471,5.8406440526,0.07751230549999999
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[Al].[OH],4,7.017737557,8.103408349,1.0856707920000002,9.7280736746,9.8137306541,0.08565697950000128
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[Fe].[OH],2,1.309147674,1.360507053,0.05135937899999998,8.1511494048,8.1558023862,0.0046529813999995895
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[Ga].[OH],2,4.554343443,4.898320864,0.34397742100000084,8.0563830671,8.1873472345,0.13096416740000016
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[In].[OH],10,2.663707422,3.207563728,0.5438563059999999,6.9842402254,7.3208953491,0.33665512369999995
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[Mn],3,2.923548783,7.092398033,4.16884925,4.8479572899,11.8233800752,6.975422785299999
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[OH].[Sc],2,1.426441387,1.641896429,0.2154550420000001,8.761053962,8.7714797036,0.010425741600000649
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[OH].[V],10,1.057774123,1.401666013,0.3438918900000001,8.329599849600001,8.4307206555,0.10112080589999906
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(C(=O)[O-])c2)c1.[Zn],3,0.988636168,5.778662574,4.790026406,9.2994167908,11.3490999009,2.0496831101
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(C(=O)[O-])cc(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)c2)c1.[Cd],2,2.090452936,2.805346636,0.7148936999999997,5.2718239021,7.8559728661,2.5841489639999997
O=C([O-])c1cc(C(=O)[O-])cc(c2cc(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)c3ccc4c(c5cc(C(=O)[O-])cc(C(=O)[O-])c5)cc(c5cc(C(=O)[O-])cc(C(=O)[O-])c5)c5ccc2c3c54)c1.[Zn],2,2.435567287,4.395821165,1.960253878,11.4554412673,14.2665497523,2.811108485
O=C([O-])c1cc(C(=O)[O-])cc(c2ccncc2)c1.[Cd],4,3.098272535,3.273516096,0.17524356099999983,2.8198180308,3.1495569152,0.32973888439999977
O=C([O-])c1cc(C(=O)[O-])cc(c2ccncc2)c1.[Co],3,1.473172589,2.100584941,0.6274123520000001,4.720353977,9.2138072962,4.4934533192
