application,feature_group,model,split_type,test_subset,seed,accuracy,precision,recall,f1,roc_auc,pr_auc,enrichment_top10,enrichment_top25,train_time_sec,inference_time_sec_total,inference_time_sec_per_sample,peak_rss_delta_mb,model_size_kb,best_params,validation_auc,validation_f1_at_selected_threshold,selected_probability_threshold,label_cutoff_value,n_train,n_valid,n_test,train_positive_rate,valid_positive_rate,test_positive_rate,baseline_k,baseline_metal_weight
ch4_storage,precursor_only,xgboost,scaffold,test,7,0.773728813559322,0.5816618911174785,0.6265432098765432,0.6032689450222882,0.8183879946925119,0.6719989786415638,2.993827160493827,2.2716049382716053,3.0944956189999857,0.0610017550000066,5.169640254237847e-05,0.00390625,578.1494140625,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250}",0.7870487144562713,0.5555555555555556,0.335,8.151024926725,5510,1180,1180,0.2500907441016334,0.21864406779661016,0.2745762711864407,,
ch4_storage,descriptor_only,logistic_regression,scaffold,test,7,0.7601694915254237,0.5762081784386617,0.4783950617283951,0.5227655986509275,0.7613631446867429,0.5621743300183129,2.5617283950617282,2.0987654320987654,0.5732768529999248,0.002034623999975338,1.724257627097744e-06,0.00390625,1.9921875,"{""C"": 10.0}",0.7103112546032387,0.5121951219512195,0.405,8.151024926725,5510,1180,1180,0.2500907441016334,0.21864406779661016,0.2745762711864407,,
ch4_storage,descriptor_only,random_forest,scaffold,test,7,0.7805084745762711,0.6540284360189573,0.42592592592592593,0.5158878504672897,0.7811274085612092,0.6019121533180053,2.654320987654321,2.123456790123457,6.061641782000038,0.0493408659999659,4.181429322031008e-05,0.00390625,19233.212890625,"{""max_depth"": null, ""min_samples_leaf"": 2, ""n_estimators"": 250}",0.7512296322453714,0.5153374233128835,0.425,8.151024926725,5510,1180,1180,0.2500907441016334,0.21864406779661016,0.2745762711864407,,
ch4_storage,descriptor_only,xgboost,scaffold,test,7,0.7720338983050847,0.6455026455026455,0.3765432098765432,0.4756335282651072,0.7926618206992038,0.5926150343215928,2.5925925925925926,2.0864197530864197,1.0753418419999434,0.004549000999986674,3.855085593209046e-06,0.00390625,232.400390625,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 150}",0.7631854411542148,0.52,0.475,8.151024926725,5510,1180,1180,0.2500907441016334,0.21864406779661016,0.2745762711864407,,
ch4_storage,precursor_descriptor,logistic_regression,scaffold,test,7,0.7593220338983051,0.5540540540540541,0.6327160493827161,0.590778097982709,0.7945511711088035,0.5859414975148254,2.5,2.259259259259259,7.198464260000037,0.007385555000041677,6.258944915289556e-06,2.859375,14.9013671875,"{""C"": 1.0}",0.77107190300829,0.5418894830659536,0.355,8.151024926725,5510,1180,1180,0.2500907441016334,0.21864406779661016,0.2745762711864407,,
ch4_storage,precursor_descriptor,random_forest,scaffold,test,7,0.7745762711864407,0.5847953216374269,0.6172839506172839,0.6006006006006006,0.82014033114111,0.6925146907444758,3.2098765432098766,2.2839506172839505,6.436141969999994,0.05735394499993163,4.860503813553528e-05,14.046875,19544.0087890625,"{""max_depth"": 16, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.7933944576165735,0.5790408525754884,0.325,8.151024926725,5510,1180,1180,0.2500907441016334,0.21864406779661016,0.2745762711864407,,
ch4_storage,precursor_descriptor,xgboost,scaffold,test,7,0.7677966101694915,0.5762195121951219,0.5833333333333334,0.5797546012269938,0.8349811064959041,0.6963638810749576,3.1481481481481484,2.234567901234568,3.245957798000063,0.03924221900001612,3.325611779662383e-05,0.00390625,649.6767578125,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250}",0.7992609594914998,0.5607476635514018,0.325,8.151024926725,5510,1180,1180,0.2500907441016334,0.21864406779661016,0.2745762711864407,,
co2_capture,precursor_only,logistic_regression,scaffold,test,123,0.7288135593220338,0.5025125628140703,0.6211180124223602,0.5555555555555556,0.7545642763034067,0.5703062113885409,2.670807453416149,1.987577639751553,2.8898820059999935,0.006726051000100597,5.700043220424235e-06,27.57421875,14.0791015625,"{""C"": 0.1}",0.7600655320778438,0.5725490196078431,0.34,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
co2_capture,precursor_only,random_forest,scaffold,test,123,0.738135593220339,0.5145413870246085,0.7142857142857143,0.5981794538361509,0.7776462667767017,0.5809449149224215,2.3913043478260874,2.198757763975155,6.253298795999967,0.05141124299996136,4.3568849999967256e-05,0.00390625,15772.0107421875,"{""max_depth"": 16, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.7760620062064008,0.5803698435277382,0.315,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
co2_capture,precursor_only,xgboost,scaffold,test,123,0.7203389830508474,0.49065420560747663,0.6521739130434783,0.56,0.7639823944171771,0.5651343267536967,2.329192546583851,2.0745341614906834,2.480372655999986,0.03433651899990764,2.9098744915175965e-05,0.00390625,228.841796875,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 150}",0.7819179873632189,0.5947441217150761,0.33,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
co2_capture,descriptor_only,logistic_regression,scaffold,test,123,0.6466101694915254,0.415929203539823,0.7298136645962733,0.5298759864712514,0.696408663799968,0.4457051312471674,2.018633540372671,1.5776397515527951,0.3879185270000107,0.0022215779999896768,1.8826932203302346e-06,0.00390625,1.9921875,"{""C"": 1.0}",0.7260188359566636,0.5231866825208086,0.22,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
co2_capture,descriptor_only,random_forest,scaffold,test,123,0.6864406779661016,0.44713656387665196,0.6304347826086957,0.5231958762886598,0.7495783202304942,0.5847319401344199,2.639751552795031,1.987577639751553,7.577868995000017,0.03931094999995821,3.331436440674425e-05,0.00390625,5310.2705078125,"{""max_depth"": 10, ""min_samples_leaf"": 1, ""n_estimators"": 150}",0.7405251236403179,0.5466847090663058,0.28,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
co2_capture,descriptor_only,xgboost,scaffold,test,123,0.6457627118644068,0.41459074733096085,0.7236024844720497,0.5271493212669683,0.7619409575931315,0.5941876666920155,2.7018633540372674,2.1366459627329197,1.0392834179999682,0.004234959999962484,3.58894915251058e-06,0.00390625,228.41015625,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 150}",0.7285422183366991,0.5359801488833746,0.25,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
co2_capture,precursor_descriptor,logistic_regression,scaffold,test,123,0.7177966101694915,0.4881720430107527,0.7049689440993789,0.576874205844981,0.7685502902894208,0.5920925478571221,2.639751552795031,2.0621118012422364,5.527184360999968,0.0052069939999910275,4.412706779653413e-06,2.859375,14.9013671875,"{""C"": 0.1}",0.7644674525217567,0.5753739930955121,0.265,2.5744568125000002,5510,1180,1180,0.2500907441016334,0.27372881355932205,0.27288135593220336,,
