application,feature_group,model,split_type,test_subset,n_seeds,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,enrichment_top10_mean,enrichment_top10_std,enrichment_top25_mean,enrichment_top25_std,train_time_sec_mean,train_time_sec_std,inference_time_sec_per_sample_mean,inference_time_sec_per_sample_std,peak_rss_delta_mb_mean,peak_rss_delta_mb_std,model_size_kb_mean,model_size_kb_std,validation_auc_mean,validation_f1_at_selected_threshold_mean,selected_probability_threshold_mean,label_cutoff_value_mean,n_train_mean,n_valid_mean,n_test_mean,train_positive_rate_mean,valid_positive_rate_mean,test_positive_rate_mean
ch4_storage,shap_selected,logistic_regression,scaffold,test,3,0.7946327683615819,0.0109296848147758,0.6545654498369733,0.019167513360250688,0.4547728456330607,0.02163548172907673,0.5366415739787492,0.021342440964078474,0.7846473693210584,0.01648106037403555,0.6109657216085692,0.012052158210254576,2.8609788724484067,0.2855804709505053,2.262315350917502,0.073122079466185,0.39616872200000824,0.008273970739878803,1.3674310734411765e-06,8.641608927897331e-08,0.00390625,0.0,1.8811848958333333,0.013472787816780518,0.7516100079079943,0.5422750837806468,0.45166666666666666,8.23058714815,5510.0,1180.0,1180.0,0.2500907441016334,0.18983050847457628,0.2621468926553672
ch4_storage,shap_selected,random_forest,scaffold,test,3,0.7799435028248588,0.011568132897990576,0.6041496239177622,0.08862936370722527,0.5110238029592868,0.05832647208055203,0.547525441519959,0.013318300671833887,0.805308203875334,0.0071142485783753755,0.6449486284618123,0.022090251135492837,3.0681779656690047,0.16749605285100105,2.186370125294857,0.03318839836619906,5.542522321999968,0.11895265658171131,4.6360666949137184e-05,1.4114038562535171e-05,0.00390625,0.0,16784.0390625,9628.560020608993,0.8028025358947652,0.5757409338842653,0.36166666666666664,8.23058714815,5510.0,1180.0,1180.0,0.2500907441016334,0.18983050847457628,0.2621468926553672
ch4_storage,shap_selected,xgboost,scaffold,test,3,0.793502824858757,0.009296317893731263,0.6131761118830085,0.06142653454444335,0.5650697954640607,0.07897795394689694,0.5864816951188092,0.059317495163351476,0.8137948722772611,0.010562277814674375,0.6576929798912802,0.025505306873519984,3.1502139305006693,0.306063333011169,2.302784670526606,0.057410280555577536,1.2317379393333567,0.19117724362209715,5.35164265531837e-06,1.5864433050010086e-06,0.00390625,0.0,535.5611979166666,265.44893055636516,0.8134195704634873,0.56273267694131,0.365,8.23058714815,5510.0,1180.0,1180.0,0.2500907441016334,0.18983050847457628,0.2621468926553672
co2_capture,baseline,class_prior,scaffold,test,3,,0.0,,0.0,,0.0,0.42030216608490184,0.010442445690512963,0.5,0.0,0.2661016949152542,0.008346489662539055,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.5,,0.05000000000000001,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,baseline,linker_tanimoto_knn,scaffold,test,3,,0.0,,0.0,,0.0,0.4590840041056669,0.03908357786915413,0.6544690101376252,0.04365466483072978,0.4098542941585063,0.061198865262587776,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.636751675946396,,0.16833333333333333,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,baseline,metal_aware_precursor_knn,scaffold,test,3,,0.0,,0.0,,0.0,0.5492867751248142,0.029846946969758675,0.7655710407799813,0.01573301469273233,0.5522271268654455,0.016689473528176475,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.7441597222135634,,0.2683333333333333,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,descriptor_only,logistic_regression,metal_element_holdout,test,1,0.5472679965307893,0.0,0.19634340222575516,0.0,0.8821428571428571,0.0,0.3211963589076723,0.0,0.8244544140459737,0.0,0.3898475333480102,0.0,4.064378478664193,0.0,2.95458034166873,0.0,0.36954741800002466,0.0,6.323785776221043e-07,0.0,0.00390625,0.0,1.9921875,0.0,0.6393532960249865,0.42298850574712643,0.21,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,descriptor_only,logistic_regression,metal_element_holdout,test_fully_unseen,1,0.5916534601162177,0.0,0.21063829787234042,0.0,0.8646288209606987,0.0,0.33875106928999144,0.0,0.8441593886462881,0.0,0.4649001598484983,0.0,4.872810848080901,0.0,3.2437676192581946,0.0,0.3781864329999962,0.0,7.927353407536012e-07,0.0,0.00390625,0.0,1.9921875,0.0,0.6393532960249865,0.42298850574712643,0.21,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,descriptor_only,logistic_regression,metal_element_holdout,test_partial_unseen,1,0.34382566585956414,0.0,0.1540880503144654,0.0,0.9607843137254902,0.0,0.26558265582655827,0.0,0.6792601018307876,0.0,0.2034941084939208,0.0,1.9281045751633987,0.0,1.9466440422322777,0.0,0.37522047799996017,0.0,3.574452784519725e-06,0.0,0.00390625,0.0,1.9921875,0.0,0.6393532960249865,0.42298850574712643,0.21,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,descriptor_only,logistic_regression,random_group_aware,test,1,0.7805084745762711,0.0,0.44176706827309237,0.0,0.4782608695652174,0.0,0.4592901878914405,0.0,0.7208604118993135,0.0,0.3874255785100096,0.0,2.260869565217391,0.0,2.1565217391304348,0.0,0.4076416469999913,0.0,1.2578330508897464e-06,0.0,0.00390625,0.0,1.9921875,0.0,0.6634972677595629,0.46037735849056605,0.315,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,descriptor_only,logistic_regression,scaffold,test,3,0.6079096045197739,0.036315644120022805,0.3830097059155668,0.028628848992363294,0.7619435935011492,0.0531934001996079,0.5086501611074307,0.02180496649514436,0.6937341830068778,0.009649949107419129,0.4341468670152588,0.013972292756337112,2.113015551413087,0.09478673570523083,1.649130412580808,0.07624425389655692,0.47277769700000744,0.1387671936285784,1.4665395480083417e-06,3.6600572092640255e-07,0.00390625,0.0,1.9921875,0.0,0.7134519308638398,0.5296602805029277,0.20666666666666667,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,descriptor_only,random_forest,metal_element_holdout,test,1,0.6986123156981786,0.0,0.25787631271878647,0.0,0.7892857142857143,0.0,0.3887423043095866,0.0,0.8373801297419264,0.0,0.6137907584538468,0.0,5.27656153370439,0.0,2.8689403317652884,0.0,6.494883463000065,0.0,3.1678918907202524e-05,0.0,0.00390625,0.0,21186.7392578125,0.0,0.7142464921196827,0.4807692307692308,0.27,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,descriptor_only,random_forest,metal_element_holdout,test_fully_unseen,1,0.7083993660855784,0.0,0.2635431918008785,0.0,0.7860262008733624,0.0,0.39473684210526316,0.0,0.845171050974135,0.0,0.6665050941142315,0.0,5.829970121811078,0.0,2.877535791277431,0.0,5.286816245000068,0.0,4.071297305865168e-05,0.0,0.00390625,0.0,21186.7392578125,0.0,0.7142464921196827,0.4807692307692308,0.27,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,descriptor_only,random_forest,metal_element_holdout,test_partial_unseen,1,0.6537530266343826,0.0,0.23563218390804597,0.0,0.803921568627451,0.0,0.36444444444444446,0.0,0.7839616509587259,0.0,0.3040458530594593,0.0,2.892156862745098,0.0,2.258107088989442,0.0,4.994263044000036,0.0,6.956007506055435e-05,0.0,0.00390625,0.0,21186.7392578125,0.0,0.7142464921196827,0.4807692307692308,0.27,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,descriptor_only,random_forest,random_group_aware,test,1,0.8355932203389831,0.0,0.601123595505618,0.0,0.4652173913043478,0.0,0.5245098039215687,0.0,0.8157345537757437,0.0,0.5641632163260575,0.0,3.652173913043478,0.0,2.5043478260869567,0.0,6.262141614000029,0.0,4.434642033895555e-05,0.0,0.00390625,0.0,24892.6767578125,0.0,0.784647901845551,0.5432098765432098,0.45,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,descriptor_only,random_forest,scaffold,test,3,0.6963276836158192,0.016396352385233324,0.45227007451677054,0.02344403666661451,0.6556304855557563,0.03066132337632594,0.5346415360878942,0.013546574095759326,0.7615621403745639,0.012777396464333618,0.5885797233757412,0.00810470577914305,2.7298371920386586,0.08373027048427738,1.9931106734123067,0.10324396772803893,6.627604251000018,0.8246332872699286,3.2090675988726264e-05,1.111626305022281e-05,0.00390625,0.0,11495.8671875,10441.077076925607,0.7426347204549715,0.5564161030050567,0.30000000000000004,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,descriptor_only,xgboost,metal_element_holdout,test,1,0.6790980052038161,0.0,0.23441108545034642,0.0,0.725,0.0,0.3542757417102967,0.0,0.7775128684247639,0.0,0.4651239729056213,0.0,3.8861162646876934,0.0,2.612020302054964,0.0,1.5221620790000543,0.0,9.30026973115943e-06,0.0,0.00390625,0.0,639.5888671875,0.0,0.7213479295425249,0.46941323345817726,0.2,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,descriptor_only,xgboost,metal_element_holdout,test_fully_unseen,1,0.694136291600634,0.0,0.2403560830860534,0.0,0.7074235807860262,0.0,0.3588039867109635,0.0,0.7795192832549547,0.0,0.5227397734959214,0.0,4.350723971500805,0.0,2.650820850146482,0.0,0.9436490059999869,0.0,5.248378235642067e-06,0.0,0.00390625,0.0,639.5888671875,0.0,0.7213479295425249,0.46941323345817726,0.2,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,descriptor_only,xgboost,metal_element_holdout,test_partial_unseen,1,0.6101694915254238,0.0,0.21354166666666666,0.0,0.803921568627451,0.0,0.3374485596707819,0.0,0.7519228685949518,0.0,0.25627771092976365,0.0,2.1209150326797386,0.0,2.258107088989442,0.0,1.5573124239999743,0.0,1.4557605326991038e-05,0.0,0.00390625,0.0,639.5888671875,0.0,0.7213479295425249,0.46941323345817726,0.2,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,descriptor_only,xgboost,random_group_aware,test,1,0.8322033898305085,0.0,0.5776699029126213,0.0,0.5173913043478261,0.0,0.5458715596330275,0.0,0.8264691075514874,0.0,0.5755921367383314,0.0,3.608695652173913,0.0,2.591304347826087,0.0,1.0395485380000764,0.0,5.724689830462228e-06,0.0,0.00390625,0.0,684.830078125,0.0,0.7790081451696051,0.5653021442495126,0.375,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,descriptor_only,xgboost,scaffold,test,3,0.6276836158192091,0.09118476044909883,0.4095195516031316,0.04893705390378742,0.7908845031494547,0.1407802577047689,0.5329176048531622,0.01591634789648469,0.7742635938501498,0.011112146881265684,0.5818186187173197,0.011520112146490966,2.696507331239424,0.013277852256880681,2.1070576442600273,0.08969252728154233,1.2035538116666278,0.29463383969703383,4.639883050845257e-06,2.0029812581282727e-06,0.00390625,0.0,228.78580729166666,1.2030252522655975,0.7415054879179208,0.5531376211972145,0.21999999999999997,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,precursor_descriptor,logistic_regression,metal_element_holdout,test,1,0.5034692107545533,0.0,0.17651458489154825,0.0,0.8428571428571429,0.0,0.2918985776128633,0.0,0.7405663869693978,0.0,0.2742933072999539,0.0,2.8165429808286953,0.0,2.3836469423124536,0.0,3.9551563500000384,0.0,3.2871214223850415e-06,0.0,2.265625,0.0,14.9013671875,0.0,0.7256453993511931,0.5040276179516686,0.17,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,precursor_descriptor,logistic_regression,metal_element_holdout,test_fully_unseen,1,0.4923402007395668,0.0,0.17379679144385027,0.0,0.851528384279476,0.0,0.28867505551443373,0.0,0.7443814032583138,0.0,0.27588393997826205,0.0,2.914985060905539,0.0,2.4415455198717595,0.0,4.8311033820000375,0.0,5.014992076059582e-06,0.0,0.00390625,0.0,14.9013671875,0.0,0.7256453993511931,0.5040276179516686,0.17,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,precursor_descriptor,logistic_regression,metal_element_holdout,test_partial_unseen,1,0.5544794188861986,0.0,0.19069767441860466,0.0,0.803921568627451,0.0,0.3082706766917293,0.0,0.7280630484237894,0.0,0.2883033409280192,0.0,2.699346405228758,0.0,1.9466440422322777,0.0,3.982683945999952,0.0,8.446605326839226e-06,0.0,0.00390625,0.0,14.9013671875,0.0,0.7256453993511931,0.5040276179516686,0.17,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,precursor_descriptor,logistic_regression,random_group_aware,test,1,0.8025423728813559,0.0,0.49517684887459806,0.0,0.6695652173913044,0.0,0.5693160813308688,0.0,0.8129839816933639,0.0,0.5333175228049871,0.0,3.1739130434782608,0.0,2.5739130434782607,0.0,5.921030138000106,0.0,4.300811016881167e-06,0.0,2.86328125,0.0,14.9013671875,0.0,0.7548200845447983,0.526148969889065,0.32,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,precursor_descriptor,logistic_regression,scaffold,test,3,0.7200564971751412,0.010356103265436933,0.48222910895118254,0.02137134220371455,0.7047088597019272,0.011511714317990628,0.5725417494954426,0.018847373063855005,0.7685123641669481,0.020532143220781465,0.5521844584698048,0.052261184387659414,2.6313131440502633,0.08615032657927421,2.0316703300715875,0.13133399349858857,5.966743272333322,0.6086721132752512,4.315765254220377e-06,2.1802672434380324e-07,18.065104166666668,14.615206751597018,14.9013671875,0.0,0.7521354421531843,0.5807842418090293,0.2816666666666667,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,precursor_descriptor,random_forest,metal_element_holdout,test,1,0.8872506504770165,0.0,0.5290697674418605,0.0,0.65,0.0,0.5833333333333334,0.0,0.8505314835707235,0.0,0.6233319137819827,0.0,5.52612863327149,0.0,2.897487001733102,0.0,5.318157028999963,0.0,3.590245836946892e-05,0.0,0.00390625,0.0,17186.7314453125,0.0,0.7264242792440191,0.5093632958801498,0.38,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,precursor_descriptor,random_forest,metal_element_holdout,test_fully_unseen,1,0.8922345483359746,0.0,0.5441696113074205,0.0,0.6724890829694323,0.0,0.6015625,0.0,0.8523445372858582,0.0,0.6511906253913493,0.0,5.873477361526086,0.0,2.912415012989885,0.0,6.491673807999973,0.0,3.785218700475638e-05,0.0,0.00390625,0.0,17186.7314453125,0.0,0.7264242792440191,0.5093632958801498,0.38,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,precursor_descriptor,random_forest,metal_element_holdout,test_partial_unseen,1,0.864406779661017,0.0,0.45901639344262296,0.0,0.5490196078431373,0.0,0.5,0.0,0.8398602534936626,0.0,0.4703098562632178,0.0,3.8562091503267975,0.0,2.8031674208144794,0.0,5.464179197000021,0.0,0.0001025006246974412,0.0,0.00390625,0.0,17186.7314453125,0.0,0.7264242792440191,0.5093632958801498,0.38,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,precursor_descriptor,random_forest,random_group_aware,test,1,0.8161016949152542,0.0,0.5223367697594502,0.0,0.6608695652173913,0.0,0.5834932821497121,0.0,0.8407139588100686,0.0,0.63141138358671,0.0,3.913043478260869,0.0,2.6608695652173915,0.0,6.399699661,0.0,5.0565774576348226e-05,0.0,21.12890625,0.0,19905.7275390625,0.0,0.811126920301062,0.5973154362416108,0.32,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,precursor_descriptor,random_forest,scaffold,test,3,0.6920903954802259,0.08715776562302392,0.4694477999207686,0.07298502225588492,0.6910420022937694,0.16136949986943863,0.5461094662969751,0.012533620279779388,0.7901628212404397,0.004883571146680645,0.5989009217029962,0.01957107126443396,2.7401891589123646,0.06733912079982328,2.128089733557481,0.03358124836831693,6.906290488333298,0.9194907606517102,5.335416186441716e-05,1.7559292121621542e-06,9.365885416666666,8.107711788034003,21397.265299479168,2328.803307713266,0.7845218205668735,0.5943978779286317,0.305,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,precursor_descriptor,xgboost,metal_element_holdout,test,1,0.8764093668690373,0.0,0.49216300940438873,0.0,0.5607142857142857,0.0,0.5242070116861436,0.0,0.8212531730362431,0.0,0.5162391775099947,0.0,4.741774891774892,0.0,2.7404803169101264,0.0,2.700598652999929,0.0,2.1938891587147216e-05,0.0,0.00390625,0.0,612.4775390625,0.0,0.7436667328714575,0.4930966469428008,0.41,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,precursor_descriptor,xgboost,metal_element_holdout,test_fully_unseen,1,0.8837823560486001,0.0,0.5180722891566265,0.0,0.5633187772925764,0.0,0.5397489539748954,0.0,0.8186605118407793,0.0,0.5518793503307127,0.0,4.916318087795909,0.0,2.7554585152838427,0.0,3.6588273989999607,0.0,3.724203856310973e-05,0.0,0.00390625,0.0,612.4775390625,0.0,0.7436667328714575,0.4930966469428008,0.41,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,precursor_descriptor,xgboost,metal_element_holdout,test_partial_unseen,1,0.8426150121065376,0.0,0.4,0.0,0.5490196078431373,0.0,0.4628099173553719,0.0,0.828675116455422,0.0,0.3414720369279872,0.0,3.6633986928104574,0.0,2.7253016591251886,0.0,2.6439808820000508,0.0,8.924128329298854e-05,0.0,0.00390625,0.0,612.4775390625,0.0,0.7436667328714575,0.4930966469428008,0.41,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,precursor_descriptor,xgboost,random_group_aware,test,1,0.8254237288135593,0.0,0.548,0.0,0.5956521739130435,0.0,0.5708333333333333,0.0,0.8291716247139589,0.0,0.6066232698170761,0.0,3.782608695652174,0.0,2.5739130434782607,0.0,3.402574587999993,0.0,6.111638050845736e-05,0.0,0.0078125,0.0,611.556640625,0.0,0.7961748633879782,0.5746268656716418,0.365,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,precursor_descriptor,xgboost,scaffold,test,3,0.6790960451977401,0.036365050941817204,0.4443730192938736,0.04013044853964569,0.7819395161296407,0.03744178377169801,0.565229465923218,0.02764596820968444,0.7936818062053482,0.01996119305457757,0.5804728464195487,0.04874041739146485,2.6515392002001694,0.3012804644072997,2.157989610117624,0.14218409251236339,3.5886103166666694,0.9497523049342151,4.099028700565635e-05,1.7379450742867416e-05,0.00390625,0.0,236.28548177083334,3.2189876629143757,0.7804905214065342,0.5935594405086612,0.25,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,precursor_only,logistic_regression,metal_element_holdout,test,1,0.5689505637467476,0.0,0.15738963531669867,0.0,0.5857142857142857,0.0,0.2481089258698941,0.0,0.6178659568467071,0.0,0.17336620090760468,0.0,1.9965367965367966,0.0,1.541520178261946,0.0,2.272809407000068,0.0,2.9690875975400067e-06,0.0,20.40234375,0.0,14.0791015625,0.0,0.7162092694496045,0.47844228094575797,0.25,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,precursor_only,logistic_regression,metal_element_holdout,test_fully_unseen,1,0.5552033808769149,0.0,0.15523059617547807,0.0,0.6026200873362445,0.0,0.24686940966010734,0.0,0.6077348211286531,0.0,0.1660758407619129,0.0,1.8273040680303378,0.0,1.4998065336355095,0.0,2.88399519699999,0.0,4.619353935501739e-06,0.0,0.00390625,0.0,14.0791015625,0.0,0.7162092694496045,0.47844228094575797,0.25,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,precursor_only,logistic_regression,metal_element_holdout,test_partial_unseen,1,0.6319612590799032,0.0,0.16993464052287582,0.0,0.5098039215686274,0.0,0.2549019607843137,0.0,0.6656916910410573,0.0,0.25135751073248674,0.0,2.5065359477124183,0.0,1.557315233785822,0.0,2.276976631000025,0.0,8.109631961194456e-06,0.0,0.00390625,0.0,14.0791015625,0.0,0.7162092694496045,0.47844228094575797,0.25,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,precursor_only,logistic_regression,random_group_aware,test,1,0.7711864406779662,0.0,0.44285714285714284,0.0,0.6739130434782609,0.0,0.5344827586206896,0.0,0.8036430205949656,0.0,0.5212288737454387,0.0,3.08695652173913,0.0,2.5217391304347827,0.0,2.4307513520000157,0.0,4.1599330508411105e-06,0.0,53.51953125,0.0,14.0791015625,0.0,0.7473533353954016,0.5241809672386896,0.295,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,precursor_only,logistic_regression,scaffold,test,3,0.7240112994350282,0.014588419586073818,0.48677149459046665,0.030109011080835288,0.656196556035093,0.036520823907770124,0.5583582979999554,0.025462667224087736,0.758302194653142,0.018923877491266325,0.5415253712732833,0.049112366086364836,2.5656291161573,0.1643524802339247,1.955380717451411,0.12076319681026126,2.768949444666646,0.12336311972128268,4.691312994386323e-06,8.977564254774632e-07,37.83984375,12.318802048540793,14.0791015625,0.0,0.7465060340386716,0.579338096094707,0.3216666666666667,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,precursor_only,random_forest,metal_element_holdout,test,1,0.7415437987857763,0.0,0.2492063492063492,0.0,0.5607142857142857,0.0,0.34505494505494505,0.0,0.7553835848258357,0.0,0.4022763172195441,0.0,3.5295918367346935,0.0,2.126726912602129,0.0,4.895495304000065,0.0,3.0873745446670924e-05,0.0,0.00390625,0.0,13591.98046875,0.0,0.7294346500297921,0.5071315372424723,0.305,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,precursor_only,random_forest,metal_element_holdout,test_fully_unseen,1,0.7231907025884838,0.0,0.23423423423423423,0.0,0.5676855895196506,0.0,0.33163265306122447,0.0,0.7474780609674169,0.0,0.415627014528392,0.0,3.56759365663066,0.0,2.0927533027472225,0.0,5.760204838999925,0.0,4.5761320126756386e-05,0.0,0.00390625,0.0,13591.98046875,0.0,0.7294346500297921,0.5071315372424723,0.305,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,precursor_only,random_forest,metal_element_holdout,test_partial_unseen,1,0.8256658595641646,0.0,0.36,0.0,0.5294117647058824,0.0,0.42857142857142855,0.0,0.793955151121222,0.0,0.3690215025078441,0.0,3.2777777777777777,0.0,2.569570135746606,0.0,4.356013807999943,0.0,6.81760750604855e-05,0.0,0.00390625,0.0,13591.98046875,0.0,0.7294346500297921,0.5071315372424723,0.305,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,precursor_only,random_forest,random_group_aware,test,1,0.8338983050847457,0.0,0.580952380952381,0.0,0.5304347826086957,0.0,0.5545454545454546,0.0,0.8407780320366133,0.0,0.6172282264625029,0.0,3.913043478260869,0.0,2.6086956521739126,0.0,5.508341643999984,0.0,7.903756694917073e-05,0.0,0.00390625,0.0,21786.44140625,0.0,0.8011361996082069,0.5725338491295938,0.395,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,precursor_only,random_forest,scaffold,test,3,0.7225988700564971,0.026179903376491877,0.4873739842039349,0.029040416749326715,0.699336314884305,0.07581351013670078,0.5724670807037716,0.02569792625580265,0.7744677481954169,0.009597747725227595,0.5480163931927858,0.04693176097388401,2.2338381828856324,0.30598563305582827,2.038975412324625,0.16938925070580688,6.201893261000009,0.8626670554856224,5.6055236158169474e-05,1.1319783453470538e-05,17.033854166666668,19.151095802023818,19588.662434895832,3305.8920391084202,0.7870263599079886,0.6060296652344009,0.33,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
co2_capture,precursor_only,xgboost,metal_element_holdout,test,1,0.6691240242844753,0.0,0.204406364749082,0.0,0.5964285714285714,0.0,0.30446672743846853,0.0,0.7073041531518827,0.0,0.28188135995532254,0.0,2.852195423623995,0.0,1.8983535528596187,0.0,2.365311341999927,0.0,1.9613134865563253e-05,0.0,0.00390625,0.0,566.794921875,0.0,0.7353852924109837,0.5121951219512195,0.275,2.86829436075,4360.0,1204.0,2306.0,0.25,0.23006644518272426,0.12142237640936687
co2_capture,precursor_only,xgboost,metal_element_holdout,test_fully_unseen,1,0.6492340200739567,0.0,0.1958041958041958,0.0,0.611353711790393,0.0,0.2966101694915254,0.0,0.6931107238831038,0.0,0.2985290076408725,0.0,2.871477821190531,0.0,1.8834779724725002,0.0,2.145451954000009,0.0,2.2364629688331698e-05,0.0,0.00390625,0.0,566.794921875,0.0,0.7353852924109837,0.5121951219512195,0.275,2.86829436075,4360.0,1204.0,1893.0,0.25,0.23006644518272426,0.12097200211304807
co2_capture,precursor_only,xgboost,metal_element_holdout,test_partial_unseen,1,0.7602905569007264,0.0,0.2647058823529412,0.0,0.5294117647058824,0.0,0.35294117647058826,0.0,0.7767847470479905,0.0,0.3178730131385342,0.0,2.699346405228758,0.0,2.10237556561086,0.0,2.2077024300000403,0.0,8.341109200977564e-05,0.0,0.00390625,0.0,566.794921875,0.0,0.7353852924109837,0.5121951219512195,0.275,2.86829436075,4360.0,1204.0,413.0,0.25,0.23006644518272426,0.1234866828087167
co2_capture,precursor_only,xgboost,random_group_aware,test,1,0.8313559322033899,0.0,0.5676855895196506,0.0,0.5652173913043478,0.0,0.5664488017429193,0.0,0.8295286041189932,0.0,0.6157861148869644,0.0,3.5217391304347823,0.0,2.5391304347826087,0.0,3.9511090400000057,0.0,3.43515423728373e-05,0.0,0.00390625,0.0,584.869140625,0.0,0.7844788122486855,0.5433962264150943,0.385,2.68603160475,5510.0,1180.0,1180.0,0.2500907441016334,0.2245762711864407,0.19491525423728814
co2_capture,precursor_only,xgboost,scaffold,test,3,0.7062146892655367,0.02446399445718753,0.4687093344946487,0.022653974335947295,0.7208564773635503,0.08137141220413105,0.5657594296983327,0.008039302073451013,0.7782978466780738,0.015875112200286152,0.5684404257372622,0.021180332851768274,2.527307622311499,0.2082983043074206,2.0886163973491225,0.05093447585664448,2.969513334000036,0.8861230343877666,3.660156694910914e-05,1.2776350774880089e-05,3.7161458333333335,6.429787568201652,227.54329427083334,1.7608389564252267,0.7791193987290667,0.6058650936756562,0.30833333333333335,2.5625927465,5510.0,1180.0,1180.0,0.2500907441016334,0.29209039548022603,0.2661016949152542
